<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260318;183500;83136;83153;83108;83133;2815
Si;5;20260318;184000;83122;83147;83111;83124;3566
Si;5;20260318;184500;83126;83147;83111;83146;2339
Si;5;20260318;190500;83110;83193;83110;83173;1627
Si;5;20260318;191000;83173;83201;83143;83201;1565
Si;5;20260318;191500;83201;83239;83184;83184;1942
Si;5;20260318;192000;83184;83200;83167;83198;1896
Si;5;20260318;192500;83198;83199;83184;83190;1143
Si;5;20260318;193000;83185;83204;83184;83204;1477
Si;5;20260318;193500;83203;83227;83184;83184;3334
Si;5;20260318;194000;83186;83190;83149;83167;1334
Si;5;20260318;194500;83164;83178;83156;83170;1214
Si;5;20260318;195000;83170;83171;83150;83151;1656
Si;5;20260318;195500;83152;83160;83115;83139;1589
Si;5;20260318;200000;83140;83154;83121;83132;1092
Si;5;20260318;200500;83133;83182;83128;83181;955
Si;5;20260318;201000;83173;83190;83165;83186;1231
Si;5;20260318;201500;83185;83188;83166;83178;748
Si;5;20260318;202000;83183;83185;83159;83170;1317
Si;5;20260318;202500;83171;83195;83170;83195;1264
Si;5;20260318;203000;83195;83195;83172;83182;641
Si;5;20260318;203500;83182;83182;83174;83177;1176
Si;5;20260318;204000;83179;83195;83171;83184;1063
Si;5;20260318;204500;83183;83195;83175;83187;582
Si;5;20260318;205000;83185;83196;83185;83196;712
Si;5;20260318;205500;83193;83196;83142;83142;569
Si;5;20260318;210000;83141;83159;83110;83135;1363
Si;5;20260318;210500;83137;83157;83120;83144;461
Si;5;20260318;211000;83144;83152;83131;83135;603
Si;5;20260318;211500;83134;83164;83133;83158;415
Si;5;20260318;212000;83160;83190;83156;83171;748
Si;5;20260318;212500;83168;83215;83168;83215;2207
Si;5;20260318;213000;83207;83225;83190;83220;805
Si;5;20260318;213500;83221;83238;83199;83215;966
Si;5;20260318;214000;83214;83237;83206;83221;1324
Si;5;20260318;214500;83217;83232;83210;83230;1221
Si;5;20260318;215000;83230;83235;83215;83235;883
Si;5;20260318;215500;83233;83264;83233;83252;1117
Si;5;20260318;220000;83252;83279;83243;83260;1022
Si;5;20260318;220500;83258;83260;83225;83231;1434
Si;5;20260318;221000;83231;83314;83228;83307;3625
Si;5;20260318;221500;83307;83346;83306;83313;2233
Si;5;20260318;222000;83312;83315;83251;83268;1712
Si;5;20260318;222500;83270;83312;83270;83305;772
Si;5;20260318;223000;83305;83332;83303;83304;1139
Si;5;20260318;223500;83304;83350;83289;83325;1989
Si;5;20260318;224000;83325;83351;83263;83330;1797
Si;5;20260318;224500;83338;83346;83330;83342;542
Si;5;20260318;225000;83340;83355;83329;83330;1039
Si;5;20260318;225500;83328;83338;83328;83331;483
Si;5;20260318;230000;83335;83347;83303;83343;1001
Si;5;20260318;230500;83343;83350;83322;83344;583
Si;5;20260318;231000;83350;83385;83343;83384;1412
Si;5;20260318;231500;83384;83400;83370;83370;1566
Si;5;20260318;232000;83363;83374;83352;83368;1298
Si;5;20260318;232500;83366;83393;83353;83393;1205
Si;5;20260318;233000;83374;83395;83366;83377;475
Si;5;20260318;233500;83370;83392;83352;83362;1306
Si;5;20260318;234000;83370;83378;83341;83342;1051
Si;5;20260318;234500;83343;83385;83331;83331;1098
Si;5;20260319;085500;83350;83350;83350;83350;68
Si;5;20260319;090000;83354;83571;83325;83558;11212
Si;5;20260319;090500;83558;83640;83518;83628;10346
Si;5;20260319;091000;83628;83675;83514;83535;5862
Si;5;20260319;091500;83534;83593;83490;83593;6484
Si;5;20260319;092000;83591;83697;83588;83649;6374
Si;5;20260319;092500;83646;83650;83552;83589;5182
Si;5;20260319;093000;83590;83595;83460;83486;6220
Si;5;20260319;093500;83486;83531;83460;83509;3417
Si;5;20260319;094000;83504;83587;83498;83521;2956
Si;5;20260319;094500;83534;83556;83466;83479;4825
Si;5;20260319;095000;83482;83482;83358;83413;5195
Si;5;20260319;095500;83413;83488;83367;83371;7451
Si;5;20260319;100000;83371;83723;83371;83710;23426
Si;5;20260319;100500;83702;83811;83529;83608;27387
Si;5;20260319;101000;83609;83778;83571;83676;16393
Si;5;20260319;101500;83677;83693;83450;83476;22544
Si;5;20260319;102000;83470;83490;83210;83377;30653
Si;5;20260319;102500;83374;83468;83280;83439;21822
Si;5;20260319;103000;83440;83487;83370;83481;19805
Si;5;20260319;103500;83485;83570;83450;83564;13949
Si;5;20260319;104000;83559;83740;83559;83738;19876
Si;5;20260319;104500;83738;83850;83659;83832;29655
Si;5;20260319;105000;83832;83920;83820;83910;18672
Si;5;20260319;105500;83911;83989;83910;83945;24520
Si;5;20260319;110000;83946;84000;83917;83945;23579
Si;5;20260319;110500;83953;84024;83945;83997;19002
Si;5;20260319;111000;83996;84002;83910;83954;22920
Si;5;20260319;111500;83954;83990;83940;83954;20645
Si;5;20260319;112000;83953;84090;83951;84050;22805
Si;5;20260319;112500;84049;84062;83946;84046;19689
Si;5;20260319;113000;84043;84123;83980;84080;17680
Si;5;20260319;113500;84088;84109;84013;84105;19258
Si;5;20260319;114000;84108;84165;84032;84111;22318
Si;5;20260319;114500;84114;84274;84089;84212;28503
Si;5;20260319;115000;84215;84360;84214;84319;26721
Si;5;20260319;115500;84324;84480;84210;84235;43489
Si;5;20260319;120000;84240;84480;84208;84285;56984
Si;5;20260319;120500;84285;84494;84230;84460;27735
Si;5;20260319;121000;84459;84525;84064;84123;43123
Si;5;20260319;121500;84126;84195;83710;83849;63175
Si;5;20260319;122000;83848;84039;83721;84019;54349
Si;5;20260319;122500;84019;84110;83929;84024;26718
Si;5;20260319;123000;84024;84207;84017;84060;22205
Si;5;20260319;123500;84059;84112;83934;84084;22217
Si;5;20260319;124000;84087;84209;84068;84167;23632
Si;5;20260319;124500;84168;84190;84004;84150;34458
Si;5;20260319;125000;84151;84199;84056;84090;30031
Si;5;20260319;125500;84091;84106;83856;83881;23365
Si;5;20260319;130000;83877;83884;83601;83611;38177
Si;5;20260319;130500;83617;83930;83559;83667;33403
Si;5;20260319;131000;83665;83679;83442;83590;46695
Si;5;20260319;131500;83590;83685;83542;83653;18573
Si;5;20260319;132000;83653;83789;83603;83771;15170
Si;5;20260319;132500;83771;83780;83678;83689;10571
Si;5;20260319;133000;83688;83710;83568;83584;11574
Si;5;20260319;133500;83580;83830;83545;83826;14147
Si;5;20260319;134000;83827;83872;83680;83844;15531
Si;5;20260319;134500;83843;83979;83818;83915;11088
Si;5;20260319;135000;83912;84362;83872;84165;55428
Si;5;20260319;135500;84160;84209;84029;84037;12970
Si;5;20260319;140500;84044;84115;83850;83866;16488
Si;5;20260319;141000;83867;84020;83866;83955;9315
Si;5;20260319;141500;83953;83963;83720;83846;19120
Si;5;20260319;142000;83851;84006;83826;83941;11819
Si;5;20260319;142500;83941;83950;83829;83899;11937
Si;5;20260319;143000;83900;83916;83813;83823;8384
Si;5;20260319;143500;83826;83852;83784;83788;9073
Si;5;20260319;144000;83789;83876;83777;83849;9465
Si;5;20260319;144500;83848;83862;83756;83784;10421
Si;5;20260319;145000;83789;83833;83702;83822;12513
Si;5;20260319;145500;83816;83890;83800;83817;14533
Si;5;20260319;150000;83816;83990;83800;83969;14213
Si;5;20260319;150500;83972;83982;83780;83812;18022
Si;5;20260319;151000;83813;83849;83760;83841;12219
Si;5;20260319;151500;83843;83849;83713;83733;11203
Si;5;20260319;152000;83733;83875;83714;83859;22504
Si;5;20260319;152500;83860;83874;83308;83354;60331
Si;5;20260319;153000;83355;83400;83057;83231;62158
Si;5;20260319;153500;83231;83395;83170;83365;27367
Si;5;20260319;154000;83359;83490;83308;83414;22089
Si;5;20260319;154500;83418;83498;83400;83409;12124
Si;5;20260319;155000;83413;83414;83253;83347;23955
Si;5;20260319;155500;83347;83454;83318;83402;11163
Si;5;20260319;160000;83403;83473;83399;83410;8557
Si;5;20260319;160500;83410;83591;83321;83572;15764
Si;5;20260319;161000;83571;83710;83540;83710;12341
Si;5;20260319;161500;83710;83787;83554;83580;16081
Si;5;20260319;162000;83579;83775;83579;83767;7432
Si;5;20260319;162500;83768;83818;83684;83818;7644
Si;5;20260319;163000;83818;83830;83771;83795;8466
Si;5;20260319;163500;83797;83837;83734;83763;12036
Si;5;20260319;164000;83765;83836;83682;83727;10577
Si;5;20260319;164500;83732;83754;83504;83581;15720
Si;5;20260319;165000;83576;83766;83558;83734;11117
Si;5;20260319;165500;83735;83755;83641;83734;6402
Si;5;20260319;170000;83737;83749;83532;83697;8749
Si;5;20260319;170500;83698;83739;83610;83689;5153
Si;5;20260319;171000;83693;83834;83692;83810;10591
Si;5;20260319;171500;83808;83818;83717;83774;5024
Si;5;20260319;172000;83770;83804;83661;83719;5888
Si;5;20260319;172500;83722;83762;83653;83720;4811
Si;5;20260319;173000;83719;83737;83620;83700;6552
Si;5;20260319;173500;83698;83780;83640;83678;6067
Si;5;20260319;174000;83672;83726;83559;83580;5508
Si;5;20260319;174500;83580;83606;83451;83578;7731
Si;5;20260319;175000;83582;83637;83500;83622;4006
Si;5;20260319;175500;83624;83669;83544;83561;5954
Si;5;20260319;180000;83569;83620;83514;83527;7397
Si;5;20260319;180500;83527;83558;83410;83445;9104
Si;5;20260319;181000;83437;83499;83402;83451;7395
Si;5;20260319;181500;83453;83458;83224;83310;21342
Si;5;20260319;182000;83305;83394;83235;83356;8739
Si;5;20260319;182500;83354;83404;83348;83404;5459
Si;5;20260319;183000;83401;83485;83370;83416;8271
Si;5;20260319;183500;83410;83449;83358;83360;4758
Si;5;20260319;184000;83360;83500;83346;83493;7731
Si;5;20260319;184500;83493;83524;83449;83494;6433
Si;5;20260319;190500;83472;83523;83318;83409;9902
Si;5;20260319;191000;83409;83420;83370;83411;5440
Si;5;20260319;191500;83406;83500;83400;83500;4787
Si;5;20260319;192000;83500;83500;83441;83442;3223
Si;5;20260319;192500;83445;83504;83441;83460;2576
Si;5;20260319;193000;83463;83524;83451;83519;1256
Si;5;20260319;193500;83519;83540;83492;83505;2242
Si;5;20260319;194000;83504;83511;83477;83487;1910
Si;5;20260319;194500;83486;83492;83463;83470;3304
Si;5;20260319;195000;83471;83538;83469;83529;2405
Si;5;20260319;195500;83521;83529;83460;83470;3636
Si;5;20260319;200000;83471;83471;83370;83393;3633
Si;5;20260319;200500;83393;83395;83241;83252;8569
Si;5;20260319;201000;83259;83278;83150;83154;6590
Si;5;20260319;201500;83155;83296;83102;83183;5867
Si;5;20260319;202000;83182;83244;83180;83186;3308
Si;5;20260319;202500;83187;83208;83166;83201;1300
Si;5;20260319;203000;83205;83205;83059;83061;5108
Si;5;20260319;203500;83064;83064;82820;82906;19636
Si;5;20260319;204000;82904;83000;82883;82942;6354
Si;5;20260319;204500;82942;82942;82852;82937;3204
Si;5;20260319;205000;82936;82953;82755;82772;8056
Si;5;20260319;205500;82776;82871;82750;82797;5429
Si;5;20260319;210000;82795;82827;82730;82768;7527
Si;5;20260319;210500;82773;82975;82752;82943;4928
Si;5;20260319;211000;82942;83044;82935;83008;4600
Si;5;20260319;211500;83009;83016;82926;82930;1843
Si;5;20260319;212000;82933;82972;82901;82956;1519
Si;5;20260319;212500;82954;83023;82952;83020;1354
Si;5;20260319;213000;83020;83033;82989;83013;1826
Si;5;20260319;213500;83018;83027;82953;82965;1186
Si;5;20260319;214000;82967;82989;82933;82989;1248
Si;5;20260319;214500;82990;83001;82951;82960;1144
Si;5;20260319;215000;82961;82970;82885;82885;1408
Si;5;20260319;215500;82896;82901;82814;82832;1904
Si;5;20260319;220000;82840;82888;82811;82818;1547
Si;5;20260319;220500;82818;82844;82761;82767;2703
Si;5;20260319;221000;82772;82868;82763;82840;2134
Si;5;20260319;221500;82842;82850;82803;82803;1586
Si;5;20260319;222000;82807;82876;82800;82868;586
Si;5;20260319;222500;82868;82940;82852;82927;1396
Si;5;20260319;223000;82927;82949;82927;82929;627
Si;5;20260319;223500;82931;82958;82930;82948;356
Si;5;20260319;224000;82949;82984;82946;82982;604
Si;5;20260319;224500;82982;82988;82968;82988;548
Si;5;20260319;225000;82987;82988;82921;82925;851
Si;5;20260319;225500;82925;82925;82865;82887;693
Si;5;20260319;230000;82882;82909;82875;82894;678
Si;5;20260319;230500;82894;82944;82884;82942;397
Si;5;20260319;231000;82941;82946;82878;82940;842
Si;5;20260319;231500;82946;82971;82926;82941;801
Si;5;20260319;232000;82941;82960;82940;82957;405
Si;5;20260319;232500;82956;82998;82950;82960;637
Si;5;20260319;233000;82957;82979;82948;82948;609
Si;5;20260319;233500;82955;83020;82941;83009;1371
Si;5;20260319;234000;83008;83044;83006;83030;1157
Si;5;20260319;234500;83030;83097;83000;83067;1749
Si;5;20260320;085500;83301;83301;83157;83261;1203
Si;5;20260320;090000;83301;83350;83054;83105;15124
Si;5;20260320;090500;83105;83340;83100;83339;6855
Si;5;20260320;091000;83334;83388;83238;83249;7111
Si;5;20260320;091500;83243;83360;83240;83336;4231
Si;5;20260320;092000;83329;83353;83190;83205;4122
Si;5;20260320;092500;83203;83250;83148;83246;3851
Si;5;20260320;093000;83244;83320;83203;83300;3300
Si;5;20260320;093500;83300;83318;83195;83218;2535
Si;5;20260320;094000;83220;83256;83150;83200;2677
Si;5;20260320;094500;83202;83289;83179;83262;1804
Si;5;20260320;095000;83259;83299;83230;83268;1963
Si;5;20260320;095500;83263;83280;83206;83265;3369
Si;5;20260320;100000;83264;83333;82937;83079;34253
Si;5;20260320;100500;83079;83243;82645;82714;32806
Si;5;20260320;101000;82714;82842;82447;82489;43397
Si;5;20260320;101500;82491;82670;82177;82645;66153
Si;5;20260320;102000;82644;82820;82641;82761;29038
Si;5;20260320;102500;82763;82840;82500;82683;24101
Si;5;20260320;103000;82688;83030;82628;82947;34566
Si;5;20260320;103500;82952;83164;82949;83137;23247
Si;5;20260320;104000;83143;83249;83119;83149;27003
Si;5;20260320;104500;83149;83460;83143;83304;50526
Si;5;20260320;105000;83307;83470;83227;83439;28687
Si;5;20260320;105500;83442;83489;83240;83326;25612
Si;5;20260320;110000;83331;83436;83262;83423;18413
Si;5;20260320;110500;83424;83480;83271;83286;29358
Si;5;20260320;111000;83286;83425;83149;83422;26656
Si;5;20260320;111500;83423;83539;83350;83394;38727
Si;5;20260320;112000;83394;83464;83320;83320;26485
Si;5;20260320;112500;83321;83394;83214;83372;28593
Si;5;20260320;113000;83372;83402;83253;83301;21090
Si;5;20260320;113500;83301;83351;83270;83350;27213
Si;5;20260320;114000;83350;83378;83170;83232;25144
Si;5;20260320;114500;83232;83384;83212;83363;18798
Si;5;20260320;115000;83363;83422;83325;83387;18160
Si;5;20260320;115500;83384;83401;83308;83376;14833
Si;5;20260320;120000;83376;83398;83318;83356;10196
Si;5;20260320;120500;83352;83366;83222;83228;15043
Si;5;20260320;121000;83228;83280;83136;83269;14135
Si;5;20260320;121500;83269;83284;83250;83282;9685
Si;5;20260320;122000;83282;83359;83264;83359;12106
Si;5;20260320;122500;83358;83386;83340;83360;14371
Si;5;20260320;123000;83362;83425;83342;83420;13542
Si;5;20260320;123500;83420;83428;83212;83221;13713
Si;5;20260320;124000;83221;83251;83060;83184;20650
Si;5;20260320;124500;83187;83192;83022;83030;15942
Si;5;20260320;125000;83032;83078;82900;82986;34525
Si;5;20260320;125500;82986;83154;82970;83082;20136
Si;5;20260320;130000;83088;83110;83018;83108;12229
Si;5;20260320;130500;83108;83147;83064;83101;9999
Si;5;20260320;131000;83101;83120;82890;82905;16165
Si;5;20260320;131500;82908;82946;82800;82908;15902
Si;5;20260320;132000;82908;83067;82890;83051;14790
Si;5;20260320;132500;83052;83220;83040;83218;15403
Si;5;20260320;133000;83218;83349;83021;83270;27040
Si;5;20260320;133500;83268;83277;82959;83020;20836
Si;5;20260320;134000;83025;83227;83004;83217;14593
Si;5;20260320;134500;83217;83350;83170;83350;23691
Si;5;20260320;135000;83350;83450;83337;83428;25486
Si;5;20260320;135500;83427;83490;83409;83422;12961
Si;5;20260320;140500;83421;83440;83300;83359;14944
Si;5;20260320;141000;83359;83390;83345;83389;10735
Si;5;20260320;141500;83386;83490;83322;83490;9926
Si;5;20260320;142000;83491;83740;83479;83537;63718
Si;5;20260320;142500;83538;83544;83368;83452;19265
Si;5;20260320;143000;83452;83459;83260;83434;16302
Si;5;20260320;143500;83432;83629;83406;83548;14937
Si;5;20260320;144000;83550;83600;83460;83571;19591
Si;5;20260320;144500;83573;83648;83563;83641;17272
Si;5;20260320;145000;83640;83771;83632;83742;30078
Si;5;20260320;145500;83742;83790;83677;83787;17765
Si;5;20260320;150000;83785;83821;83706;83729;24282
Si;5;20260320;150500;83729;83742;83630;83675;15377
Si;5;20260320;151000;83675;83900;83630;83890;22212
Si;5;20260320;151500;83889;83970;83844;83929;29098
Si;5;20260320;152000;83931;83970;83767;83789;25061
Si;5;20260320;152500;83789;83885;83727;83862;17247
Si;5;20260320;153000;83862;83939;83860;83884;13686
Si;5;20260320;153500;83888;83940;83878;83939;8501
Si;5;20260320;154000;83938;84000;83890;83902;15567
Si;5;20260320;154500;83902;83932;83802;83869;15254
Si;5;20260320;155000;83869;83876;83764;83817;12117
Si;5;20260320;155500;83818;83818;83650;83725;21419
Si;5;20260320;160000;83724;83744;83558;83567;24607
Si;5;20260320;160500;83569;83679;83524;83611;19340
Si;5;20260320;161000;83612;83680;83547;83580;10994
Si;5;20260320;161500;83585;83590;83361;83439;20055
Si;5;20260320;162000;83438;83440;83316;83398;19890
Si;5;20260320;162500;83398;83510;83379;83406;19626
Si;5;20260320;163000;83405;83456;83331;83385;11671
Si;5;20260320;163500;83383;83435;83262;83350;12470
Si;5;20260320;164000;83350;83356;83150;83150;20862
Si;5;20260320;164500;83150;83166;83033;83092;21612
Si;5;20260320;165000;83092;83099;82952;83037;24498
Si;5;20260320;165500;83036;83037;82843;82935;23939
Si;5;20260320;170000;82942;82950;82841;82887;17070
Si;5;20260320;170500;82886;82978;82739;82978;23706
Si;5;20260320;171000;82977;83092;82909;83024;21484
Si;5;20260320;171500;83024;83120;82971;83074;20622
Si;5;20260320;172000;83073;83117;82923;82945;13162
Si;5;20260320;172500;82941;82974;82759;82779;19695
Si;5;20260320;173000;82779;82826;82700;82703;15678
Si;5;20260320;173500;82712;82879;82670;82717;13965
Si;5;20260320;174000;82721;82721;82604;82688;18018
Si;5;20260320;174500;82683;82731;82617;82660;14291
Si;5;20260320;175000;82654;82844;82650;82832;14048
Si;5;20260320;175500;82833;82938;82769;82938;14340
Si;5;20260320;180000;82938;82965;82815;82954;13482
Si;5;20260320;180500;82954;82979;82901;82966;14409
Si;5;20260320;181000;82966;82971;82866;82928;9254
Si;5;20260320;181500;82928;82959;82833;82956;11698
Si;5;20260320;182000;82955;83050;82901;82947;8300
Si;5;20260320;182500;82947;82977;82901;82964;7313
Si;5;20260320;183000;82955;82972;82902;82919;10854
Si;5;20260320;183500;82918;82991;82915;82974;8754
Si;5;20260320;184000;82972;82985;82865;82906;9013
Si;5;20260320;184500;82909;82940;82900;82929;4838
Si;5;20260323;085500;83001;83001;83001;83001;187
Si;5;20260323;090000;83002;83048;82336;82534;19513
Si;5;20260323;090500;82544;82591;82348;82543;14453
Si;5;20260323;091000;82546;82648;82485;82645;6211
Si;5;20260323;091500;82645;82747;82585;82672;7710
Si;5;20260323;092000;82665;82779;82658;82756;6276
Si;5;20260323;092500;82758;82771;82724;82735;4005
Si;5;20260323;093000;82731;82741;82700;82700;2620
Si;5;20260323;093500;82700;82735;82632;82669;8222
Si;5;20260323;094000;82669;82819;82657;82806;5476
Si;5;20260323;094500;82810;82950;82810;82870;5566
Si;5;20260323;095000;82871;82949;82780;82847;5418
Si;5;20260323;095500;82849;83007;82832;82939;7854
Si;5;20260323;100000;82940;83092;82762;82979;28601
Si;5;20260323;100500;82978;83300;82977;83261;29455
Si;5;20260323;101000;83267;83443;83226;83326;32002
Si;5;20260323;101500;83329;83483;83328;83355;25592
Si;5;20260323;102000;83357;83400;83232;83236;24089
Si;5;20260323;102500;83236;83350;83218;83350;16723
Si;5;20260323;103000;83349;83391;83213;83270;22010
Si;5;20260323;103500;83268;83293;83174;83190;22446
Si;5;20260323;104000;83190;83214;83022;83117;28955
Si;5;20260323;104500;83117;83139;82922;82934;24851
Si;5;20260323;105000;82933;82933;82803;82862;29914
Si;5;20260323;105500;82867;82875;82700;82711;20361
Si;5;20260323;110000;82711;82714;82421;82545;38751
Si;5;20260323;110500;82539;82540;82433;82471;26593
Si;5;20260323;111000;82467;82479;82234;82255;28735
Si;5;20260323;111500;82257;82325;82221;82315;37143
Si;5;20260323;112000;82315;82345;82102;82128;31526
Si;5;20260323;112500;82130;82274;82062;82270;26495
Si;5;20260323;113000;82263;82290;82186;82235;20913
Si;5;20260323;113500;82230;82355;82168;82354;19133
Si;5;20260323;114000;82355;82380;82235;82305;19379
Si;5;20260323;114500;82304;82380;82130;82329;43011
Si;5;20260323;115000;82330;82346;82183;82252;26653
Si;5;20260323;115500;82244;82300;82212;82294;17446
Si;5;20260323;120000;82289;82300;82207;82235;16965
Si;5;20260323;120500;82233;82272;82222;82231;14261
Si;5;20260323;121000;82235;82275;82225;82274;13734
Si;5;20260323;121500;82274;82300;82265;82299;23088
Si;5;20260323;122000;82300;82300;82233;82295;30312
Si;5;20260323;122500;82287;82300;82251;82280;16461
Si;5;20260323;123000;82277;82280;82158;82244;20185
Si;5;20260323;123500;82244;82300;82235;82299;23005
Si;5;20260323;124000;82299;82300;82266;82298;24471
Si;5;20260323;124500;82298;82300;82257;82293;17139
Si;5;20260323;125000;82288;82300;82276;82295;20272
Si;5;20260323;125500;82291;82300;82273;82285;18269
Si;5;20260323;130000;82283;82300;82260;82300;13293
Si;5;20260323;130500;82299;82300;82275;82299;16422
Si;5;20260323;131000;82298;82424;82289;82369;25140
Si;5;20260323;131500;82371;82412;82350;82373;17780
Si;5;20260323;132000;82372;82401;82214;82238;17184
Si;5;20260323;132500;82238;82376;82184;82319;15243
Si;5;20260323;133000;82321;82487;82232;82240;17552
Si;5;20260323;133500;82238;82393;82205;82348;12160
Si;5;20260323;134000;82348;82460;82300;82421;13090
Si;5;20260323;134500;82422;82490;82418;82465;12279
Si;5;20260323;135000;82463;82478;82399;82426;11930
Si;5;20260323;135500;82426;82493;82365;82374;11782
Si;5;20260323;140000;82374;82495;82374;82490;9988
Si;5;20260323;140500;82490;82495;82164;82381;28260
Si;5;20260323;141000;82381;82584;82380;82576;26231
Si;5;20260323;141500;82576;82643;82567;82582;23478
Si;5;20260323;142000;82582;82658;82551;82594;21857
Si;5;20260323;142500;82594;82597;82469;82508;17127
Si;5;20260323;143000;82508;82522;82390;82400;13797
Si;5;20260323;143500;82400;82486;82327;82486;14533
Si;5;20260323;144000;82479;82527;82444;82527;8905
Si;5;20260323;144500;82523;82581;82485;82554;10125
Si;5;20260323;145000;82557;82609;82507;82528;9643
Si;5;20260323;145500;82526;82593;82517;82561;11923
Si;5;20260323;150000;82560;82599;82486;82490;14771
Si;5;20260323;150500;82489;82589;82479;82510;12210
Si;5;20260323;151000;82509;82554;82456;82535;9255
Si;5;20260323;151500;82535;82568;82419;82449;12305
Si;5;20260323;152000;82450;82483;82372;82453;12564
Si;5;20260323;152500;82450;82492;82409;82482;9177
Si;5;20260323;153000;82478;82545;82436;82516;9935
Si;5;20260323;153500;82511;82596;82468;82591;11666
Si;5;20260323;154000;82592;82698;82548;82687;16785
Si;5;20260323;154500;82686;82758;82558;82565;15123
Si;5;20260323;155000;82565;82597;82469;82593;13711
Si;5;20260323;155500;82593;82682;82547;82670;12414
Si;5;20260323;160000;82673;82689;82592;82598;12190
Si;5;20260323;160500;82597;82597;82507;82549;10079
Si;5;20260323;161000;82549;82559;82440;82465;7575
Si;5;20260323;161500;82465;82515;82427;82515;4207
Si;5;20260323;162000;82514;82541;82498;82541;8620
Si;5;20260323;162500;82541;82560;82522;82537;4279
Si;5;20260323;163000;82537;82575;82522;82526;6840
Si;5;20260323;163500;82528;82559;82500;82519;8336
Si;5;20260323;164000;82523;82524;82400;82440;6327
Si;5;20260323;164500;82441;82473;82422;82446;10397
Si;5;20260323;165000;82446;82495;82427;82455;20489
Si;5;20260323;165500;82454;82495;82439;82491;15330
Si;5;20260323;170000;82489;82496;82440;82476;18752
Si;5;20260323;170500;82475;82481;82315;82368;23923
Si;5;20260323;171000;82364;82414;82336;82362;25848
Si;5;20260323;171500;82364;82368;82288;82295;21986
Si;5;20260323;172000;82295;82300;82185;82246;21491
Si;5;20260323;172500;82246;82268;82165;82184;20132
Si;5;20260323;173000;82183;82219;82102;82148;28254
Si;5;20260323;173500;82151;82266;82145;82256;21310
Si;5;20260323;174000;82256;82329;82229;82229;14496
Si;5;20260323;174500;82232;82267;82200;82256;12644
Si;5;20260323;175000;82265;82293;82234;82290;11354
Si;5;20260323;175500;82293;82344;82281;82305;13070
Si;5;20260323;180000;82305;82324;82168;82186;12036
Si;5;20260323;180500;82185;82276;82170;82270;7486
Si;5;20260323;181000;82271;82346;82262;82332;4898
Si;5;20260323;181500;82330;82460;82312;82440;7001
Si;5;20260323;182000;82440;82468;82412;82412;3380
Si;5;20260323;182500;82414;82468;82403;82460;2629
Si;5;20260323;183000;82461;82570;82452;82569;6828
Si;5;20260323;183500;82568;82570;82438;82447;5892
Si;5;20260323;184000;82449;82481;82322;82330;9598
Si;5;20260323;184500;82330;82372;82299;82362;4066
Si;5;20260323;185000;82364;82432;82363;82368;1609
Si;5;20260323;185500;82384;82416;82375;82400;1197
Si;5;20260323;190000;82397;82482;82392;82411;2228
Si;5;20260323;190500;82409;82420;82376;82402;1300
Si;5;20260323;191000;82407;82486;82402;82424;1899
Si;5;20260323;191500;82424;82465;82418;82462;707
Si;5;20260323;192000;82460;82467;82439;82449;615
Si;5;20260323;192500;82449;82456;82391;82400;745
Si;5;20260323;193000;82403;82406;82376;82376;491
Si;5;20260323;193500;82376;82380;82336;82336;1038
Si;5;20260323;194000;82336;82388;82336;82388;1642
Si;5;20260323;194500;82388;82388;82300;82302;1710
Si;5;20260323;195000;82300;82305;82278;82289;1907
Si;5;20260323;195500;82286;82290;82257;82270;935
Si;5;20260323;200000;82269;82297;82264;82272;1920
Si;5;20260323;200500;82273;82275;82270;82273;424
Si;5;20260323;201000;82272;82278;82237;82253;2045
Si;5;20260323;201500;82250;82253;82238;82249;986
Si;5;20260323;202000;82250;82279;82243;82278;1799
Si;5;20260323;202500;82279;82328;82278;82320;502
Si;5;20260323;203000;82317;82319;82299;82302;366
Si;5;20260323;203500;82302;82305;82235;82235;1806
Si;5;20260323;204000;82231;82233;82186;82195;1882
Si;5;20260323;204500;82195;82200;82103;82124;3512
Si;5;20260323;205000;82123;82138;82077;82117;3308
Si;5;20260323;205500;82115;82120;82094;82116;1634
Si;5;20260323;210000;82117;82150;82116;82149;857
Si;5;20260323;210500;82150;82195;82150;82194;1480
Si;5;20260323;211000;82194;82205;82192;82195;1120
Si;5;20260323;211500;82195;82196;81708;81926;33171
Si;5;20260323;212000;81931;81931;81730;81801;6962
Si;5;20260323;212500;81802;81888;81706;81712;6562
Si;5;20260323;213000;81712;81787;81624;81762;11504
Si;5;20260323;213500;81762;81925;81745;81853;9627
Si;5;20260323;214000;81853;81872;81668;81668;6205
Si;5;20260323;214500;81670;81750;81666;81707;6022
Si;5;20260323;215000;81707;81772;81671;81675;5116
Si;5;20260323;215500;81675;81737;81672;81733;1639
Si;5;20260323;220000;81734;81734;81612;81627;4759
Si;5;20260323;220500;81632;81632;81541;81568;9063
Si;5;20260323;221000;81568;81581;81433;81446;10604
Si;5;20260323;221500;81447;81485;81389;81460;8460
Si;5;20260323;222000;81460;81500;81456;81496;3265
Si;5;20260323;222500;81497;81499;81468;81486;2084
Si;5;20260323;223000;81481;81484;81446;81447;1400
Si;5;20260323;223500;81449;81467;81395;81421;3349
